82	Lynfa Lovell	3801926548	Cardiology
40	Angela Fuller	5737900775	Neurology
72	Zoe Lyall	5553142495	Traumatology
20	William Gary Scott	8019126297	Anaesthetics
21	Richard Stewart Murphy	4857467064	Gynaecology
57	Paul Hendrie	7765298893	Oncology
54	Murali Alagarsamy	6502667409	Radiotherapy
47	Liz Savage	2606922071	General Practitioner
60	Virginia Turner	5868541921	Traumatology
35	Kevin Cooper	5727210560	Anaesthetics
46	Philippa Allan	8974502944	Gastroenterology
13	Nicola Jane Thomas	8582727668	Microbiology
69	Angela Joy Halloway	9752135131	Cardiology
62	Sarah Jane Lee	4575139049	Urology
78	Julie-Anne Birch	8477556322	Rheumatology
17	Karthikeyan Shanmugam	2321912415	Oncology
98	Kirsty Solomon	5278613425	Traumatology
72	Jessica Burford	5674854222	Radiotherapy
97	Barbara Carter	2181183363	Physiotherapy
54	Yvonne Wright	8944562777	Orthopaedics
0	Kath Herlingshaw	1018472470	Dental
36	June King	4511564638	Cardiology
57	Sarah Cocks	6981307619	Urology
59	Karen Tennant	1262086361	Haematology
94	Angela O'Hare	8244670997	General Practitioner
2	Jayne Smith	6068302990	Gastroenterology
68	Beverley Turner	6756760870	Radiotherapy
88	Judith Wheeler	3532466549	Ophthalmology
56	Karen Brooks	2316098942	Urology
70	Helen Almond	4102123797	Rheumatology
33	Roz Sherburn	3176762051	Nephrology
90	Sheila Kirkbright	4009857906	Nephrology
96	Lisa Nilsen	5385357460	Urology
15	Ann-Marie  Jackson	3108796842	Rheumatology
90	Nicky Sibson	1277356353	Ophthalmology
23	Simran Gandhi	6936247868	Dental
9	Lucy Falcus	8893317685	Dental
30	Claire Green	1636694415	ENT
23	Rupert Smith	6483856512	Microbiology
61	Anthony McKenna	4292128956	Physiotherapy
61	Iain Charles Bonavia	4298237055	Microbiology
89	Tracey Ann Wightman	3263749263	Physiotherapy
63	Jonathan Berry	7604520890	Traumatology
60	Tracey Horner	6942210248	Rheumatology
56	Jenny Barrett	5443553320	Haematology
44	Jan Elliott	8098770858	Nephrology
5	Karen Gray	7299654273	Dental
14	Michael Inglis Smith	4967776320	Neurology
47	Christopher George Heggs	8954199109	Neurology
84	Randhir Ramchander	9321191602	Rheumatology
29	Evelin Margaret Schock	9197276782	Microbiology
53	Alexandra Jane Thomas	5506218811	Neurology
90	Joanna Susan Kierstan	8353695599	Ophthalmology
33	Prem Mathiazhagan	9517390184	Anaesthetics
8	Christopher Booth	7242068891	Oncology
86	Louise Stonehouse	5817494154	Traumatology
59	Melissa Wright	9180144592	Traumatology
51	Srinath Veeraswamy	4978819428	Cardiology
42	Anuradha Gongloor	7040579387	Microbiology
9	Ramendra Nath Bhattacharyya	2715111877	General Practitioner
19	Denise Lunn	1637681812	Gastroenterology
20	Catriona Currie Davidson	8124927924	Gastroenterology
1	Isabel Alvarez Perez	1825438638	ENT
45	Brian Patrick Corbett	8299853831	Haematology
78	Melanie Jane Brown	4609505527	Cardiology
59	Helen Ruth Land	1135818458	Dental
81	Leslie Elder	1800718218	Rheumatology
12	Tracy Doyle	9013949771	Traumatology
43	Oonagh Murphy	4111940637	General Practitioner
95	Gail Woodhouse	1600319632	Physiotherapy
4	Julie Taylor	8130175875	Radiotherapy
89	Carole Jevons	8637669555	Gynaecology
43	Elaine Duncan	7775257347	Dental
34	Carol Pearson	5202713607	Radiotherapy
47	C Brash	7934398691	Rheumatology
68	C Parkash	2508766935	Oncology
70	J Howe	9425973914	Gastroenterology
82	S Pradeep	7507039864	Orthopaedics
1	S Sayammagaru	2457903452	Traumatology
9	P Sunkavalli	9465093697	Radiotherapy
80	Sonia Oliver	9999905857	Oncology
21	Julie Sharpe	3955246178	General Practitioner
67	Stephanie Greig	2473839536	Rheumatology
29	Adeniyi Olugbenga Adebayo	2840750205	Neurology
48	Tennyson Nadah	7262548576	Gynaecology
94	Lynn Robinson	2512262029	Traumatology
4	Christine Tinkler	6087651444	Cardiology
30	Emma Taylor	2397233645	Gynaecology
1	Linda Smith	9032505652	Traumatology
7	John Christopher Robert Saxton	2385860662	General Practitioner
88	Lisa Helen Roberts	4726733452	Orthopaedics
79	Brian William Clements	9060756131	Cardiology
98	Linda Campbell	9791421750	Haematology
28	Sheila Porter	2584699298	Traumatology
34	Linda Smith	8450665792	Gynaecology
30	John Christopher Robert Saxton	6849271455	Ophthalmology
5	Lisa Helen Roberts	6596563585	Dental
95	Brian William Clements	2668648931	Neurology
89	Linda Campbell	5334303134	Neurology
99	June Hume	3617371539	Physiotherapy
52	Sheila Porter	3957244168	Urology
47	William Entwistle	7320885060	Orthopaedics
53	Mukul Hazarika	4558876554	Dental
41	Colin Wilson	6467495958	Traumatology
91	Kim Caroline Sutcliffe	6845004854	Traumatology
22	Justine  Magor	1577037676	Oncology
82	Ruth Barker	7749951871	Physiotherapy
67	Sara Ramrekha	5308377530	Haematology
61	Denise Lunn	4022909961	Cardiology
89	Bryony Coapes	5761327223	Cardiology
51	Inder Basson	5620431063	Gastroenterology
35	Michael Lau	5505136764	Traumatology
51	Max Patrick	3696895973	Oncology
56	Shenaz Ismail	8915349092	Haematology
20	Rashmi Ramesh	6726370913	Ophthalmology
58	Ron Gray	4223170002	Cardiology
85	Stephen Doyle	7012221013	Radiotherapy
72	Anne Clements	3031382711	Radiotherapy
45	Sue Whitlock	7481244194	Urology
91	Suzy Brown	7509100614	Physiotherapy
34	Diane Buckingham	5417255528	Anaesthetics
84	Indu Priya Pemmasani	2819908139	Gynaecology
2	Bhadresh Ramanl Contractor	3913677862	Oncology
18	Annette Barwick	4647617239	Microbiology
16	Catherine Milburn	2923289208	Anaesthetics
47	Avril Hellerman-Jackson	2521284958	Nephrology
99	Sahil Chaudhry	4464686819	Anaesthetics
95	Rachel Mary Emison	8316128210	ENT
52	Rajendra Bhailalbhai Patel	4435428773	Ophthalmology
13	Jackie Sinclair	9436592335	Orthopaedics
15	Susan Capewell	7887472969	Radiotherapy
71	Ali Tahmassebi	6222458543	Gynaecology
19	Jorg Schmidt	7388551867	Anaesthetics
8	Angel Carrasco	7644584662	Physiotherapy
83	Nicola Miller	7382489209	Physiotherapy
72	murali Alagarsamy	3770497908	Cardiology
76	Margaret Vicki Nath	6971388124	Rheumatology
53	Asokan Jayalalitha	1700891832	Orthopaedics
88	Rajesh Kumar Khapra	9102360572	Rheumatology
52	Nicola Jacqueline Mayes	6532744185	Haematology
77	Christina Pearson	7996376213	Dental
99	Gillian Nodding	5055492524	General Practitioner
27	Daniel Thomas Donovan	3346896337	ENT
98	Hilary Ruth Barton	3537837590	Traumatology
69	Roger John Wheeler	6540383006	Cardiology
57	John Edwin Booth	3127569367	Anaesthetics
21	Pamela Donaldson	9273383476	Nephrology
69	Helen Woodhouse-Macleod	4676889079	Rheumatology
29	Mary Robinson	1187361765	Orthopaedics
19	Hanif Mohammed	1742107035	Gastroenterology
39	Ranjta Chaudhury	5753285192	Radiotherapy
25	Ajai Majupuria	6862109673	Gastroenterology
82	Anees Ahmed	6426908581	Microbiology
30	Bernie Convery	4237453524	Neurology
32	Jesus-Enrique Gonzalez-Castro	1074388582	Rheumatology
50	Michael James Betterton	9403131458	Dental
67	Peter Henry Lavelle	6234135978	Physiotherapy
46	Alison Kate Harvie	9589668541	Dental
54	Francesca Clare Hood	4603936096	Dental
71	Sheila Bladen	2822807976	General Practitioner
29	Michael James Betterton	7287010148	Gastroenterology
58	Alison Kate Harvie	1562464558	Ophthalmology
57	Jesus-Enrique Gonzalez-Castro	7588335950	Radiotherapy
35	Peter Henry Lavelle	4854374101	Nephrology
75	Francesca Clare Hood	6220848417	Haematology
74	Anna Mullenheim	7750902744	General Practitioner
44	Sara Lord	2426888113	Ophthalmology
17	Sheila Bladen	5717535528	Anaesthetics
78	Teresa Foster	7088602862	Urology
22	Rashpal Singh	3304516560	Neurology
78	Melanie Anne Malden	7389124216	Urology
72	John Timothy Canning	5041169376	Orthopaedics
66	Nigel Timothy Rowell	9617828456	Neurology
4	Debra Peacock	2709239416	Oncology
93	Stephen Donlan	9632676840	Dental
63	Lesley Gooding	9661212880	Haematology
26	Community Matron	9785800255	Traumatology
73	Shilpa Garud	6825452029	Physiotherapy
4	Girish Chawla	1707817621	Traumatology
94	Judith Coxon	3515617435	Radiotherapy
70	Sharon Singh	4340056635	Nephrology
82	Hazel Robinson	3676235772	Gastroenterology
85	Hazel Robinson	8671903714	Rheumatology
21	Sharon Singh	6670152932	General Practitioner
18	Abigail Taylor	3824707860	Radiotherapy
50	Elaine Gooding	7413184695	Gynaecology
8	Central Stockton Integrated Service Authority	4086185364	Oncology
45	Simon Neil	4457539426	Orthopaedics
30	Sue De Badgecoe	4335114122	Physiotherapy
19	Julia Lines	3326680669	Radiotherapy
85	June Desai	7113330469	Radiotherapy
41	Linzi Kennedy	1830245690	Microbiology
47	Anya Heywood	4141077232	Neurology
36	Peter Heywood	9185674824	General Practitioner
99	Nicola Drysdale	9583072076	Ophthalmology
4	Paul Edward Ellenger	3345692113	Oncology
81	Anne Jacqueline Phellas	9756752137	Anaesthetics
73	Sarabjit Singh Chahal	1694410764	Gynaecology
38	Rajendra Kumar Pandey	1791806316	Nephrology
94	Amy Micklethwaite	1762956950	Microbiology
91	Hugh Alberti	6542879307	Urology
84	Katie Senior	6900446618	Cardiology
63	Sarah Taggart	4893449808	Rheumatology
27	Jane Evans	6177227265	Orthopaedics
84	Lynn Graham	2643822324	Radiotherapy
9	Tracy Garbutt	3478722417	General Practitioner
76	Anne-Marie Taggart	5916356968	Traumatology
32	Jacqueline Ferry	4203096309	Anaesthetics
8	Deborah Harvey	3194599314	Orthopaedics
92	Sally Bastiman	9683666795	Dental
97	Alison Bonavia	6565821376	Cardiology
50	Carol Donne	7886876363	Rheumatology
69	Paul Simon Mulcrone	5666536352	Orthopaedics
27	Zoe Barron	6562532191	Oncology
86	Kimberley Tailor	8792516697	Ophthalmology
69	Philip Albert Dillon	6217004198	ENT
43	Julia Turner	5637090247	Haematology
69	Michelle Turner	8728688234	Gastroenterology
56	Angela Bielby	9839136266	Physiotherapy
4	Pamela Adele	3782667423	Anaesthetics
99	Tara Rose	2194202218	Orthopaedics
21	Nicola  Vaughan	2664594514	Microbiology
65	Gemma Norwood	4324841909	Radiotherapy
97	Sue Harte	1238591644	Rheumatology
11	Khalid Mahmood	9139891506	ENT
27	Madhu Kumar Kesavalu	6220984074	General Practitioner
46	Saleem Sabir	9372731142	Physiotherapy
30	Gael Watson	6411685214	Anaesthetics
44	Chris Clarke	7260812735	Cardiology
1	John Richard Geldart	4713791463	Orthopaedics
92	John Michael Lakeman	1229515133	Radiotherapy
11	Helena Mary Frances Connolly	3017015234	Microbiology
98	Edward Michael Selby	6781048213	General Practitioner
78	John Charles Dolan	1812960066	Orthopaedics
33	Mandy Jane Hough	7476107008	Dental
32	Helen Bell	3367477077	Cardiology
17	D Geldart	4642281268	Neurology
7	Barbara Murphy	7186008188	Ophthalmology
73	Mandy Jane Hough	7603830892	Microbiology
2	John Charles Dolan	7752797325	Gynaecology
76	Edward Michael Selby	4817893398	Cardiology
71	John Michael Lakeman	9656198974	Microbiology
85	John Richard Geldart	7050433874	ENT
3	Helena Mary Frances Connolly	8952520617	Neurology
9	Helen Bell	8186085136	Dental
18	Barbara Murphy	3445261724	Radiotherapy
19	D Geldart	9351117549	Oncology
76	Amanda Jean Smith	9001790770	Microbiology
